"FECHA DEL CURSO","CODIGO DEPTAMENTPO","DEPARTAMENTO","CODIGO MUNICIPIO","MUNICIPIO","AREA","CURSO","NUMERO DE PARTICIPANTE EXTERNO","NUMERO DE PARTICIPANTE INTERNO","TOTAL PARTICIPANTES","COSTO UNITARIO","TOTAL RECAUDO"
"2018 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TEMPERATURA Y HUMEDAD","8","1","9","1,568,100","14,112,900"
"2018 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","DIMENSIONAL NIVEL 2","4","0","4","1,026,400","4,105,600"
"2018 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE FUERZA","3","0","3","1,297,300","3,891,900"
"2018 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE GRANDES VOLÚMENES","7","0","7","1,026,400","7,184,800"
"2018 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","10","1","11","1,026,400","11,290,400"
"2018 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","MASA NIVEL 2","2","3","5","1,568,100","7,840,500"
"2018 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGIA BASICA","15","5","20","1,026,400","20,528,000"
"2018 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","13","0","13","755,600","9,822,800"
"2018 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","12","3","15","1,026,400","15,396,000"
"2018 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TIEMPO Y FRECUENCIA","6","1","7","755,600","5,289,200"
"2018 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","BUENAS PRACTICA MED CONDUCTIVIDAD ELECTROLITICA","5","0","5","527,600","2,638,000"
"2018 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","BUENAS PRÁCTICAS DE MEDICIÓN RUTINARIAS: PH Y CONDUCTIVIDAD ELECTROLÍTICA","7","0","7","527,600","3,693,200"
"2018 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","CONCEPTOS BASICOS METROLOGIA QUIMICA","2","3","5","841,300","4,206,500"
"2019 Feb 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","7","9","16","1,124,000","17,984,000"
"2019 Feb 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","INTRODUCCIÓN A LA METROLOGÍA DE MASA","1","4","5","1,414,200","7,071,000"
"2019 Feb 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGIA BASICA","9","10","19","1,124,000","21,356,000"
"2019 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","CALIBRACIÓN INSTRUMENTOS PNA - GUIA SIM","2","0","2","1,704,400","3,408,800"
"2019 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","8","9","17","1,124,000","19,108,000"
"2019 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGIA BASICA","15","2","17","1,124,000","19,108,000"
"2019 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PEQUEÑOS VOLÚMENES","3","0","3","1,124,000","3,372,000"
"2019 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TEMPERATURA Y HUMEDAD","1","1","2","1,704,400","3,408,800"
"2019 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","CONCEPTOS BASICOS METROLOGIA QUIMICA","2","9","11","596,500","6,561,500"
"2019 Apr 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","12","9","21","1,124,000","23,604,000"
"2019 Apr 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TEMPERATURA Y HUMEDAD","9","0","9","1,704,400","15,339,600"
"2019 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","METROLOGÍA DE DENSIDAD","1","1","2","1,124,000","2,248,000"
"2019 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","DIMENSIONAL NIVEL 1","3","2","5","1,414,200","7,071,000"
"2019 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","10","4","14","1,124,000","15,736,000"
"2019 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE FUERZA","4","1","5","1,414,200","7,071,000"
"2019 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGIA BASICA","24","1","25","1,124,000","28,100,000"
"2019 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","CALIBRACIÓN ESPECTROFOTÓMETROS UV-VIS","4","0","4","939,700","3,758,800"
"2019 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","CONCEPTOS BASICOS METROLOGIA QUIMICA","5","2","7","596,500","4,175,500"
"2019 Jun 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","6","11","17","1,124,000","19,108,000"
"2019 Jun 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TEMPERATURA Y HUMEDAD","7","1","8","1,704,400","13,635,200"
"2019 Jun 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TIEMPO Y FRECUENCIA","0","6","6","833,700","5,002,200"
"2019 Jun 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","BUENAS PRACTICA MED CONDUCTIVIDAD ELECTROLITICA","4","0","4","596,500","2,386,000"
"2019 Jun 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","BUENAS PRÁCTICAS DE MEDICIÓN RUTINARIAS: PH Y CONDUCTIVIDAD ELECTROLÍTICA","4","0","4","596,500","2,386,000"
"2019 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","CALIBRACIÓN INSTRUMENTOS PNA - GUIA SIM","5","1","6","1,704,400","10,226,400"
"2019 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE CORRIENTE CONTINUA Y ALTERNA","3","2","5","1,124,000","5,620,000"
"2019 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","20","1","21","1,124,000","23,604,000"
"2019 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","INTRODUCCIÓN A LA METROLOGÍA DE MASA","2","0","2","1,414,200","2,828,400"
"2019 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGIA BASICA","28","0","28","1,124,000","31,472,000"
"2019 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","8","6","14","833,700","11,671,800"
"2019 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","9","4","13","1,124,000","14,612,000"
"2019 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PEQUEÑOS VOLÚMENES","3","1","4","1,124,000","4,496,000"
"2019 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PRESIÓN","14","1","15","1,124,000","16,860,000"
"2019 Aug 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","23","0","23","1,124,000","25,852,000"
"2019 Aug 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGIA BASICA","27","0","27","1,124,000","30,348,000"
"2019 Aug 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA  DE PAR TORSIONAL","3","0","3","1,124,000","3,372,000"
"2019 Aug 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","INCERTIDUMBRE DE MEDICIÓN EN ANÁLISIS QUÍMICOS CUANTITATIVOS","9","6","15","1,282,900","19,243,500"
"2019 Aug 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","VALIDACIÓN MÉTODOS QUÍMICOS CUANTITATIVOS","7","7","14","1,282,900","17,960,600"
"2019 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","CALIBRACIÓN MASA ALTA EXACTITUD","1","0","1","3,133,000","3,133,000"
"2019 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","CALIBRACIÓN MEDIDORES DE ENERGIA ELECTRICA","4","4","8","833,700","6,669,600"
"2019 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","DIMENSIONAL NIVEL 1","9","2","11","1,414,200","15,556,200"
"2019 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGIA BASICA","16","7","23","1,124,000","25,852,000"
"2019 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","5","2","7","833,700","5,835,900"
"2019 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","14","5","19","1,124,000","21,356,000"
"2019 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PEQUEÑOS VOLÚMENES","5","0","5","1,124,000","5,620,000"
"2019 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PRESIÓN","12","0","12","1,124,000","13,488,000"
"2019 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TEMPERATURA Y HUMEDAD","7","2","9","1,704,400","15,339,600"
"2019 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","CALIBRACIÓN ESPECTROFOTÓMETROS UV-VIS","5","0","5","939,700","4,698,500"
"2019 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","CALIBRACIÓN INSTRUMENTOS PNA - GUIA SIM","8","0","8","1,704,400","13,635,200"
"2019 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE CORRIENTE CONTINUA Y ALTERNA","3","5","8","1,124,000","8,992,000"
"2019 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","16","6","22","1,124,000","24,728,000"
"2019 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","8","3","11","1,124,000","12,364,000"
"2019 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","INTRODUCCIÓN A LA METROLOGÍA DE MASA","8","3","11","1,414,200","15,556,200"
"2019 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA  DE PAR TORSIONAL","3","1","4","1,124,000","4,496,000"
"2019 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","BUENAS PRACTICA MED CONDUCTIVIDAD ELECTROLITICA","2","1","3","596,500","1,789,500"
"2019 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","BUENAS PRÁCTICAS DE MEDICIÓN RUTINARIAS: PH Y CONDUCTIVIDAD ELECTROLÍTICA","2","1","3","596,500","1,789,500"
"2019 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","DIMENSIONAL NIVEL 2","5","1","6","1,124,000","6,744,000"
"2019 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","20","0","20","1,124,000","22,480,000"
"2019 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE GRANDES VOLÚMENES","4","0","4","1,124,000","4,496,000"
"2019 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGIA BASICA","17","3","20","1,124,000","22,480,000"
"2019 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","12","2","14","1,124,000","15,736,000"
"2019 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TEMPERATURA Y HUMEDAD","8","0","8","1,704,400","13,635,200"
"2019 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TIEMPO Y FRECUENCIA","7","1","8","833,700","6,669,600"
"2019 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE FUERZA","5","1","6","1,414,200","8,485,200"
"2019 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","6","3","9","1,124,000","10,116,000"
"2019 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGIA BASICA","7","2","9","1,124,000","10,116,000"
"2019 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PEQUEÑOS VOLÚMENES","5","1","6","1,124,000","6,744,000"
"2020 Feb 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","2","3","5","1,166,700","5,833,500"
"2020 Feb 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGIA BASICA","8","1","9","1,166,700","10,500,300"
"2020 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","INTRODUCCIÓN A LA METROLOGÍA DE MASA","6","0","6","1,467,900","8,807,400"
"2020 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGIA BASICA","6","1","7","1,166,700","8,166,900"
"2020 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","7","4","11","1,166,700","12,833,700"
"2020 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","CALIBRACIÓN ESPECTROFOTÓMETROS UV-VIS","2","0","2","975,400","1,950,800"
"2020 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","CONCEPTOS BASICOS METROLOGIA QUIMICA","1","11","12","619,100","7,429,200"
"2020 Jun 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PRESIÓN","7","3","10","1,166,700","11,667,000"
"2020 Jun 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","BUENAS PRÁCTICAS DE MEDICIÓN RUTINARIAS: PH Y CONDUCTIVIDAD ELECTROLÍTICA","3","0","3","975,400","2,926,200"
"2020 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","3","3","6","1,166,700","7,000,200"
"2020 Aug 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGIA BASICA","4","3","7","1,166,700","8,166,900"
"2020 Aug 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","INCERTIDUMBRE DE MEDICIÓN EN ANÁLISIS QUÍMICOS CUANTITATIVOS","1","9","10","975,400","9,754,000"
"2020 Aug 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","VALIDACIÓN MÉTODOS QUÍMICOS CUANTITATIVOS","1","9","10","975,400","9,754,000"
"2020 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGIA BASICA","17","0","17","1,166,700","19,833,900"
"2020 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","3","5","8","865,400","6,923,200"
"2020 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","3","8","11","1,166,700","12,833,700"
"2020 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","PATRONES MEDIDORES DE ENERGIA Y EPM","0","1","1","865,400","865,400"
"2020 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","CALIBRACIÓN ESPECTROFOTÓMETROS UV-VIS","2","0","2","975,400","1,950,800"
"2020 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE CORRIENTE CONTINUA Y ALTERNA","1","3","4","1,166,700","4,666,800"
"2020 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","METROLOGÍA DE DENSIDAD","2","2","4","1,166,700","4,666,800"
"2020 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","3","12","15","1,166,700","17,500,500"
"2020 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","0","2","2","1,166,700","2,333,400"
"2020 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA  DE PAR TORSIONAL","2","2","4","1,166,700","4,666,800"
"2020 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","DIMENSIONAL NIVEL 2","3","0","3","1,166,700","3,500,100"
"2020 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE FUERZA","1","3","4","1,467,900","5,871,600"
"2020 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","INTRODUCCIÓN A LA METROLOGÍA DE MASA","1","3","4","1,467,900","5,871,600"
"2020 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGIA BASICA","16","1","17","1,166,700","19,833,900"
"2020 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PRESIÓN","8","2","10","1,166,700","11,667,000"
"2020 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TEMPERATURA Y HUMEDAD","5","5","10","1,769,200","17,692,000"
"2020 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TIEMPO Y FRECUENCIA","1","0","1","865,400","865,400"
"2020 Dec 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","CALIBRACIÓN INSTRUMENTOS PNA - GUIA SIM","5","1","6","1,769,200","10,615,200"
"2020 Dec 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","CALIBRACIÓN MEDIDORES DE ENERGIA ELECTRICA","2","1","3","865,400","2,596,200"
